0.351014	107	580710	0
0.351022	107	611672	0
0.351026	107	580710	0
0.351028	107	572921	0
0.351034	107	611672	0
0.351038	107	580710	0
0.35104	107	572921	0
0.351046	107	611672	0
0.35105	107	580710	0
0.351052	107	572921	0
0.351058	107	611672	0
0.351064	107	572921	0
0.35107	107	611672	0
0.351074	107	580710	0
0.351077	107	572921	0
0.351082	107	611672	0
0.351086	107	580710	0
0.351094	107	611672	0
0.351098	107	580710	0
0.351106	107	611672	0
0.351106	107	572921	0
0.35111	107	580710	0
0.351118	107	611672	0
0.351118	107	572921	0
0.351122	107	580710	0
0.35113	107	611672	0
0.35113	107	572921	0
0.351134	107	580710	0
0.351142	107	611672	0
0.351142	107	572921	0
0.351154	107	580753	0
0.351154	107	611672	0
0.351154	107	572921	0
0.351166	107	580753	0
0.351166	107	611672	0
0.351166	107	572921	0
0.351178	107	580753	0
0.351178	107	611672	0
0.351182	107	580710	0
0.35119	107	580753	0
0.351192	107	572921	0
0.351194	107	580710	0
0.351206	107	580710	0
0.351214	107	611672	0
0.351218	107	580710	0
0.351226	107	611672	0
0.35123	107	580710	0
0.351238	107	611672	0
0.351242	107	580710	0
0.35125	107	611672	0
0.351254	107	580710	0
0.351264	107	580753	0
0.351266	107	580710	0
0.351276	107	580753	0
0.351286	107	611672	0
0.351288	107	580753	0
0.351298	107	611672	0
0.351302	107	580710	0
0.35131	107	611672	0
0.351314	107	580710	0
0.351324	107	580753	0
0.351326	107	580710	0
0.351336	107	580753	0
0.351338	107	580710	0
0.351348	107	580753	0
0.35135	107	580710	0
0.35136	107	580753	0
0.351362	107	580710	0
0.351372	107	580753	0
0.351374	107	580710	0
0.351382	107	611672	0
0.351386	107	580710	0
0.351394	107	611672	0
0.351398	107	580710	0
0.351408	107	580753	0
0.35141	107	580710	0
0.35142	107	580753	0
0.351422	107	580710	0
0.351432	107	580753	0
0.351434	107	580710	0
0.351444	107	580753	0
0.351446	107	580710	0
0.351459	107	580753	0
0.35147	107	580710	0
0.351471	107	580753	0
0.351483	107	580753	0
0.35149	107	611672	0
0.351495	107	580753	0
0.351502	107	611672	0
0.351507	107	580753	0
0.351514	107	611672	0
0.351519	107	580753	0
0.351531	107	580710	0
0.351531	107	580753	0
0.351539	107	611672	0
0.351543	107	580753	0
0.351555	107	580710	0
0.351555	107	580753	0
0.351567	107	580710	0
0.351567	107	580753	0
0.351579	107	580710	0
0.351579	107	580753	0
0.351591	107	580710	0
0.351591	107	580753	0
0.351603	107	580710	0
0.351603	107	580753	0
0.351615	107	580710	0
0.351615	107	580753	0
0.351627	107	580710	0
0.351635	107	611672	0
0.351639	107	580753	0
0.351647	107	611672	0
0.351654	107	580753	0
0.351659	107	611672	0
0.351666	107	580753	0
0.351671	107	611672	0
0.351683	107	611672	0
0.351695	107	611672	0
0.351707	107	611672	0
0.351723	107	580710	0
0.351735	107	580710	0
0.351747	107	580710	0
0.351771	107	580710	0
0.351783	107	580710	0
0.351795	107	580710	0
0.351807	107	580710	0
0.351819	107	580710	0
0.351831	107	580710	0
0.35296	107	580710	0
0.35297	107	611673	0
0.352972	107	580710	0
0.352993	107	572922	0
0.352994	107	611673	0
0.353005	107	572922	0
0.353006	107	611673	0
0.35302	107	580710	0
0.353032	107	580710	0
0.353042	107	611673	0
0.353044	107	580710	0
0.353054	107	611673	0
0.353056	107	580710	0
0.353066	107	572922	0
0.353068	107	580710	0
0.353078	107	572922	0
0.35308	107	580710	0
0.353092	107	580710	0
0.353102	107	572922	0
0.353114	107	611673	0
0.353114	107	572922	0
0.353141	107	580710	0
0.353151	107	572922	0
0.353153	107	580710	0
0.353163	107	572922	0
0.353165	107	580710	0
0.353175	107	572922	0
0.353177	107	580710	0
0.353187	107	572922	0
0.353189	107	580710	0
0.353201	107	580710	0
0.353213	107	580710	0
0.353234	107	611673	0
0.353237	107	580710	0
0.353248	107	572922	0
0.353249	107	580710	0
0.35326	107	572922	0
0.353261	107	580710	0
0.353272	107	572922	0
0.353273	107	580710	0
0.353285	107	580710	0
0.353285	107	572922	0
0.353297	107	580710	0
0.353297	107	572922	0
0.353309	107	580710	0
0.353321	107	580710	0
0.353333	107	580710	0
0.353342	107	611673	0
0.353345	107	580710	0
0.353353	107	572911	0
0.353354	107	611673	0
0.353357	107	580710	0
0.353366	107	611673	0
0.353369	107	572922	0
0.353381	107	580710	0
0.353381	107	572922	0
0.353388	107	572911	0
0.353393	107	580710	0
0.353402	107	611673	0
0.353405	107	580710	0
0.353417	107	580710	0
0.353417	107	572922	0
0.353426	107	611673	0
0.353429	107	580710	0
0.353429	107	572922	0
0.353438	107	611673	0
0.353441	107	580710	0
0.353453	107	580710	0
0.353462	107	611673	0
0.353466	107	572922	0
0.353472	107	572911	0
0.353474	107	611673	0
0.353478	107	572922	0
0.353484	107	572911	0
0.353486	107	611673	0
0.353491	107	572922	0
0.353501	107	580710	0
0.353513	107	580710	0
0.353525	107	580710	0
0.353527	107	572922	0
0.353537	107	580710	0
0.353539	107	572922	0
0.353549	107	580710	0
0.353561	107	580710	0
0.353573	107	580710	0
0.353585	107	580710	0
0.353595	107	611673	0
0.353599	107	572922	0
0.353607	107	611673	0
0.353612	107	572922	0
0.353619	107	611673	0
0.353624	107	572922	0
0.353633	107	580710	0
0.353645	107	580710	0
0.353648	107	572922	0
0.353657	107	580710	0
0.35366	107	572922	0
0.353669	107	580710	0
0.353681	107	580710	0
0.353693	107	580710	0
0.353703	107	611673	0
0.353705	107	580710	0
0.353708	107	572922	0
0.353715	107	611673	0
0.353721	107	572922	0
0.353727	107	611673	0
0.353733	107	572922	0
0.353739	107	611673	0
0.353753	107	580710	0
0.353766	107	580710	0
0.353778	107	580710	0
0.353781	107	572922	0
0.35379	107	580710	0
0.353793	107	572922	0
0.353802	107	580710	0
0.353806	107	572922	0
0.353814	107	580710	0
0.353823	107	611673	0
0.353826	107	580710	0
0.353838	107	580710	0
0.353847	107	611673	0
0.35385	107	580710	0
0.353862	107	580710	0
0.353874	107	580710	0
0.353883	107	611673	0
0.35389	107	572922	0
0.353895	107	611673	0
0.353907	107	611673	0
0.353914	107	572922	0
0.353919	107	611673	0
0.353926	107	572922	0
0.353931	107	611673	0
0.353943	107	611673	0
0.353951	107	572922	0
0.353958	107	580710	0
0.353963	107	572922	0
0.35397	107	580710	0
0.353982	107	580710	0
0.353994	107	580710	0
0.354006	107	580710	0
0.354015	107	611673	0
0.354018	107	580710	0
0.354027	107	611673	0
0.35403	107	580710	0
0.354039	107	611673	0
0.354042	107	580710	0
0.354051	107	611673	0
0.354054	107	580710	0
0.354063	107	611673	0
0.354066	107	580710	0
0.354075	107	611673	0
0.354078	107	580710	0
0.354087	107	611673	0
0.35409	107	580710	0
0.354099	107	611673	0
0.354111	107	611673	0
0.354123	107	611673	0
0.354133	107	588599	0
0.354135	107	611673	0
0.354145	107	588599	0
0.35415	107	580710	0
0.354157	107	572922	0
0.354162	107	580710	0
0.354171	107	611673	0
0.354174	107	580710	0
0.354183	107	611673	0
0.354187	107	580710	0
0.354195	107	611673	0
0.354199	107	580710	0
0.354207	107	611673	0
0.354211	107	580710	0
0.354219	107	611673	0
0.354223	107	580710	0
0.354235	107	580710	0
0.354247	107	580710	0
0.354255	107	611673	0
0.354266	107	572922	0
0.354267	107	611673	0
0.354279	107	572922	0
0.354279	107	611673	0
0.354291	107	572922	0
0.354291	107	611673	0
0.354304	107	572922	0
0.354307	107	580710	0
0.354316	107	572922	0
0.354319	107	580710	0
0.354331	107	580710	0
0.354343	107	580710	0
0.354355	107	580710	0
0.354363	107	611673	0
0.354367	107	580710	0
0.354375	107	611673	0
0.354379	107	580710	0
0.354388	107	572922	0
0.354391	107	580710	0
0.3544	107	572922	0
0.354412	107	611673	0
0.354413	107	572922	0
0.354424	107	611673	0
0.354427	107	580710	0
0.354439	107	580710	0
0.354451	107	580710	0
0.354463	107	580710	0
0.354472	107	572922	0
0.354475	107	580710	0
0.354484	107	572922	0
0.354487	107	580710	0
0.354496	107	572922	0
0.354499	107	580710	0
0.354508	107	572922	0
0.354511	107	580710	0
0.354523	107	580710	0
0.354534	107	572922	0
0.354544	107	611673	0
0.354547	107	580710	0
0.354556	107	611673	0
0.354559	107	580710	0
0.354571	107	580710	0
0.354583	107	580710	0
0.354594	107	572922	0
0.354595	107	580710	0
0.354606	107	572922	0
0.354607	107	580710	0
0.354619	107	580710	0
0.354631	107	580710	0
0.354643	107	580710	0
0.354655	107	580710	0
0.354666	107	572922	0
0.354676	107	611673	0
0.354679	107	580710	0
0.354688	107	611673	0
0.354691	107	580710	0
0.3547	107	611673	0
0.354703	107	580710	0
0.354715	107	580710	0
0.354727	107	580710	0
0.354739	107	580710	0
0.354751	107	580710	0
0.354763	107	580710	0
0.354775	107	572922	0
0.354775	107	580710	0
0.354787	107	572922	0
0.354787	107	580710	0
0.354799	107	580710	0
0.354811	107	580710	0
0.354823	107	580710	0
0.354844	107	611673	0
0.354848	107	572922	0
0.354856	107	611673	0
0.35486	107	572922	0
0.354868	107	611673	0
0.354883	107	580710	0
0.354895	107	580710	0
0.354896	107	572922	0
0.354908	107	572922	0
0.354909	107	333115	0
0.354986	107	572911	0
0.354988	107	611673	0
0.354998	107	572911	0
0.355	107	611673	0
0.355036	107	611673	0
0.355049	107	557282	0
0.355061	107	557282	0
0.355065	107	572922	0
0.355077	107	572922	0
0.355082	107	572911	0
0.355084	107	611673	0
0.355094	107	572911	0
0.355096	107	611673	0
0.355119	107	572911	0
0.35512	107	611673	0
0.355131	107	572911	0
0.355132	107	611673	0
0.355144	107	611673	0
0.355147	107	557282	0
0.355156	107	611673	0
0.355159	107	557282	0
0.355168	107	611673	0
0.35518	107	557282	0
0.35518	107	611673	0
0.355193	107	611673	0
0.35521	107	572922	0
0.355213	107	557282	0
0.355217	107	611673	0
0.355225	107	557282	0
0.355229	107	611673	0
0.355244	107	557282	0
0.355256	107	557282	0
0.355265	107	611673	0
0.35527	107	572922	0
0.355277	107	611673	0
0.355277	107	557282	0
0.355282	107	572922	0
0.355289	107	557282	0
0.355301	107	611673	0
0.355301	107	557282	0
