0.467959	572911	0
0.600355	557294	0
0.601624	611665	0
0.605071	611655	0
0.63391	588593	0
0.686238	611666	0
0.687562	333111	0
0.711941	611658	0
0.719773	557298	0
0.719799	580749	0
0.729256	557310	0
0.73595	580736	0
0.75621	580753	0
0.756792	580743	0
0.768505	611670	0
0.911237	611709	0
0.994105	194128	0
1.01656	580790	0
1.05705	580796	0
1.06811	557350	0
1.07083	588605	0
1.10893	333133	0
1.11039	611731	0
1.14379	611688	0
1.1868	611689	0
1.20143	557383	0
1.21341	611695	0
1.23812	588663	0
1.24013	611766	0
1.24394	572965	0
1.24606	611773	0
1.24783	580781	0
1.25463	263651	0
1.25978	194130	0
1.27471	588586	0
1.27608	572926	0
1.27664	580750	0
1.28819	572928	0
1.29092	572931	0
1.29183	588677	0
1.29201	611664	0
1.29663	588587	0
1.29772	557304	0
1.29796	557305	0
1.29827	580755	0
1.29936	611673	0
1.30281	557298	0
1.30454	588589	0
1.30537	572936	0
1.30722	588591	0
1.30723	557307	0
1.31065	611768	0
1.31209	588680	0
1.31558	580795	0
1.31939	580845	0
1.31997	611771	0
1.32061	557368	0
1.32102	588561	0
1.32235	557311	0
1.32401	333206	0
1.33132	611777	0
1.3333	611692	0
1.33341	588636	0
1.33938	588689	0
1.33945	557336	0
1.34481	572984	0
1.3461	611697	0
1.37759	611677	0
1.38571	588598	0
1.40302	588604	0
1.40307	580764	0
1.40358	580762	0
1.4046	611680	0
1.40465	580765	0
1.41098	611667	0
1.4173	557320	0
1.47666	611665	0
1.50367	541995	0
1.51039	611731	0
1.51226	588613	0
1.5156	580784	0
1.51939	580753	0
1.52019	557339	0
1.5217	580743	0
1.52305	611705	0
1.52377	580785	0
1.52769	572957	0
1.52852	580786	0
1.52932	580783	0
1.53234	588614	0
1.55969	580826	0
1.56032	557348	0
1.5605	557349	0
1.56293	580746	0
1.56841	580794	0
1.56935	557389	0
1.57347	588618	0
1.60029	588679	0
1.60553	557403	0
1.68702	557420	0
1.69514	557319	0
1.69516	611732	0
1.6986	557363	0
1.6999	611703	0
1.70359	611701	0
1.70402	557365	0
1.70494	572986	0
1.75278	580792	0
1.75808	588712	0
1.76501	611830	0
1.76972	557343	0
