1.00688	611695	3076220
1.04415	611695	3076220
1.08366	611695	3076220
1.13291	611695	3076220
1.13975	580771	389820
1.17957	611686	1733020
1.20667	572995	1733020
1.21407	572981	389820
1.25353	611695	3076220
1.38399	611673	1733020
1.38528	580792	3076220
1.40424	580771	389820
1.42204	572911	1733020
1.42427	580736	3076220
1.42796	542098	10220
1.44425	611771	1733020
1.44696	557328	200020
1.48601	580736	3076220
1.49451	611692	1733020
1.51888	557328	200020
1.53665	557294	1733020
1.55657	580736	3076220
1.60813	588587	3076220
1.61333	557310	1733020
1.70615	588587	3076220
1.70938	557310	1733020
1.76897	572981	389820
1.77844	580746	3076220
1.90129	557310	1733020
1.92394	580872	389820
1.96253	572911	1733020
1.98719	557310	1733020
1.989	573009	2920
2.00544	588760	1733020
2.03517	611834	3076220
2.03791	580929	3076220
2.08394	557310	1733020
2.10574	611783	389820
2.11843	580736	3076220
2.12059	580929	3076220
2.16898	611830	1733020
2.18805	580736	3076220
2.20356	573149	200020
2.2114	580934	200020
2.21899	573003	1733020
2.23892	611689	1733020
2.26604	580792	3076220
2.26626	588712	1733020
2.26643	580736	3076220
2.29216	333291	4380
2.30687	588680	389820
2.30743	557377	3076220
2.30879	557428	200020
2.32458	573083	389820
2.35923	580736	3076220
2.36666	588620	3076220
2.39581	580851	3076220
2.43362	580736	3076220
2.44243	573083	389820
2.4736	611844	3076220
2.49338	611834	3076220
2.50812	580874	3076220
2.51815	557347	3076220
2.52589	611844	3076220
2.52881	611703	1733020
2.53354	611721	3076220
2.53405	611692	1733020
2.54247	611716	3076220
2.54497	580976	1733020
2.54947	611834	3076220
2.55803	573083	389820
2.5697	557548	1733020
2.58254	572963	1733020
2.58582	611844	3076220
2.58837	611703	1733020
2.61888	611848	4380
2.62316	557347	3076220
2.62779	573126	1733020
2.66202	580781	3076220
2.66556	573178	1733020
2.68253	611832	3076220
2.69731	580987	1733020
2.70131	588561	3076220
2.70143	572963	1733020
2.70486	580976	1733020
2.70509	573179	1733020
2.70581	572951	58400
2.72774	557347	3076220
2.73827	611832	3076220
2.73866	573003	1733020
2.75052	611689	1733020
2.75703	588760	1733020
2.76725	580987	1733020
2.76746	580951	389820
2.78119	580976	1733020
2.80336	588605	1733020
2.81651	572963	1733020
2.81929	580872	389820
2.82525	557538	1733020
2.85096	580946	1733020
2.85985	573003	1733020
2.86252	588680	389820
2.86453	333396	3076220
2.86983	573232	1733020
2.87511	557649	389820
2.87784	557568	3076220
2.92785	580946	1733020
2.95565	611882	3076220
2.98085	588841	1733020
2.98818	588924	200020
3.00473	542228	4380
3.01129	611882	3076220
3.01455	557621	3076220
3.01642	581081	3076220
3.01982	557591	3076220
3.04087	580949	3076220
3.04528	581031	1733020
3.0458	588917	389820
3.04859	580783	3076220
3.05153	333223	3076220
3.05674	581092	389820
3.05962	588857	4380
3.06011	580871	389820
3.06118	581045	1733020
3.07064	557315	389820
3.07176	611882	3076220
3.07874	611955	1733020
3.08325	542350	200020
3.10355	612008	1733020
3.10363	588945	3076220
3.11106	333437	389820
3.11627	557591	3076220
3.11635	557525	3076220
3.12127	611944	1733020
3.13051	611955	1733020
3.13137	611917	3076220
3.13329	580856	3076220
3.13744	581092	389820
3.13841	581045	1733020
3.14118	611832	3076220
3.15469	588561	3076220
3.15739	588677	1733020
3.2131	557591	3076220
3.21422	557525	3076220
3.21779	580856	3076220
3.21945	588762	1733020
3.22259	611721	3076220
3.23554	611867	3076220
3.25787	580859	3076220
3.2788	611721	3076220
3.28896	588783	389820
3.29411	580856	3076220
3.2951	581092	389820
3.29606	611837	3076220
3.29673	581045	1733020
3.29714	611787	1733020
3.2973	611771	1733020
3.29962	612040	1733020
3.30036	581061	3076220
3.30162	588689	1733020
3.30397	573178	1733020
3.30638	557609	3076220
3.30731	611667	3076220
3.31434	581105	389820
3.31951	573250	10220
3.32585	611695	3076220
3.32952	581075	3076220
3.33017	611867	3076220
3.3339	580976	1733020
3.33874	588793	389820
3.33887	588921	389820
3.33951	573165	3076220
3.34058	611771	1733020
3.3411	611787	1733020
3.3415	573172	389820
3.34534	588924	200020
3.35175	557620	3076220
3.35892	580856	3076220
3.36687	588712	1733020
3.36857	588844	200020
3.37485	573126	1733020
3.37597	611695	3076220
3.37628	581091	1733020
3.38975	612024	200020
3.39312	611787	1733020
3.40021	557530	389820
3.4048	581163	1733020
3.40485	580976	1733020
3.43869	581125	1733020
3.44564	573212	3076220
3.4468	54730	2920
3.44832	588835	3076220
3.44955	588924	200020
3.44975	612024	200020
3.45002	581155	1733020
3.45628	581091	1733020
3.45825	580792	3076220
3.45976	588702	3076220
3.4609	580775	389820
3.46629	581038	1733020
3.46891	573144	3076220
3.47252	588712	1733020
3.47656	573292	1733020
3.49069	580753	3076220
3.49245	588939	1733020
3.51019	588689	1733020
3.5124	317937	1733020
3.51596	557699	3076220
3.51676	612065	3076220
3.52867	333223	3076220
3.53565	581155	1733020
3.54362	580775	389820
3.54451	588917	389820
3.54622	611695	3076220
3.55871	580963	3076220
3.56033	317937	1733020
3.57142	573031	1733020
3.57228	580753	3076220
3.57562	612055	1733020
3.5795	310280	1733020
3.59203	573144	3076220
3.59387	588939	1733020
3.5965	573292	1733020
3.61338	580783	3076220
3.61554	581155	1733020
3.61745	580792	3076220
3.61883	580871	389820
3.6331	557599	1733020
3.64736	580987	1733020
3.64822	611839	3076220
3.69432	581155	1733020
